Validated By,Timestamp,Organization Name,Website,Type of Service ,Mission: ,Telephone: ,Email: ,"Address (#, Street Name, District/city, State, Zip Code)",Longitude (Example -72.4234),Latitude (Example 42.24345)
,11/30/2018 15:25:40,Revitalize Community Development Corporation,https://www.revitalizecdc.com,Housing,"Our mission is to revitalize homes, neighborhoods and lives through preservation, education and community involvement. Our mission isn't possible without your support. We invite you to attend our fundraising events and volunteer for our rebuild projects - all are welcome.",413-788-0014 ,cloveless@revitalizecdc.com,"Colonial Block Building 1145 Main Street, Suite 107, Springfield, MA  01103",-72.585705,42.100879
,11/30/2018 15:26:42,Brookline Adult & Community Education Program,http://www.brooklineadulted.org/,Education,"Brookline Adult and Community Education (BA&CE) is one of the oldest non-credit, public education programs in Massachusetts. Adult education has been a part of the Brookline community since 1832, beginning with the formation of the Brookline Lyceum Society. It is now one of the largest public programs in the state, with close to 800 courses and over 5,000 enrollments yearly. Today, BA&CE is the hub of an educational network serving students from more than 50 neighboring communities in the greater Boston area and beyond. A self-supporting program of the Brookline public schools, BA&CE’s operating budget is funded entirely from course fees.",617-730-2700,bacep@psbma.org,"24 Webster Place, Brookline, MA 02445",-71.1197824,42.3339828
,11/30/2018 15:32:25,Bunker Hill Community College,https://www.bhcc.edu/,Education,"Bunker Hill Community College (BHCC), located in Boston, Massachusetts, is the largest community college in Massachusetts, with more than 19,000 students enrolled annually. BHCC, founded in 1973, is fully accredited by the New England Association of Schools and Colleges (NEASC). With two main campuses in Charlestown and Chelsea, in addition to three satellite campuses and several instructional centers throughout the Greater Boston Area, BHCC offers a wide range of learning options to suit the diverse needs of our student body. Students can choose from day, afternoon, evening, late-evening, weekend, web-based and distance-learning courses to fit their busy schedules.",617-228-2000,,"250 New Rutherford Avenue Boston, Massachusetts 02129",-71.0700432,42.3750919
,11/30/2018 15:37:17,Bunker Hill Community College,https://www.bhcc.edu/,Education,"Bunker Hill Community College (BHCC), located in Boston, Massachusetts, is the largest community college in Massachusetts, with more than 19,000 students enrolled annually. BHCC, founded in 1973, is fully accredited by the New England Association of Schools and Colleges (NEASC). With two main campuses in Charlestown and Chelsea, in addition to three satellite campuses and several instructional centers throughout the Greater Boston Area, BHCC offers a wide range of learning options to suit the diverse needs of our student body. Students can choose from day, afternoon, evening, late-evening, weekend, web-based and distance-learning courses to fit their busy schedules.",617-228-2101,,"70 Everett Avenue Chelsea, Massachusetts 02150 ",-71.0427725,42.3930134
,11/30/2018 15:38:02,Rosie's Place,http://www.rosiesplace.org,Housing,"The mission of Rosie’s Place is to provide a safe and nurturing environment for poor and homeless women to maintain their dignity, seek opportunity and find security in their lives.",617.442.9322,webmaster@rosiesplace.org,"889 Harrison Avenue Boston, MA 02118",-71.076894,42.334378
,11/30/2018 15:47:52,Cambridge Community Learning Center,https://www.cambridgema.gov/DHSP/programsforadults/communitylearningcenter,Education,"The Cambridge Community Learning Center empowers a diverse community of adult learners to transform their lives and realize their potential through education, skills development,and community participation.
These services include:
-English classes
-Citizenship classes
-Basic reading, writing, and math classes
-Preparation for the HiSET and GED tests
-Preparation for college
-Workplace Education at MIT
-Preparation for careers in Healthcare and Information Technology",617-349-6363,,"5 Western Ave.
Cambridge MA 02139",-71.1079082,42.3655093
,11/30/2018 15:48:04,Massachusetts Alliance of Portuguese Speakers- Cambridge,http://www.maps-inc.org,Community Center,"Our mission is to improve the lives of Portuguese speakers in Massachusetts and help them become contributing, active participants in American society while maintaining a strong ethnic identity and a sense of community.MAPS works with and for the Brazilian, Cabo Verdean, Portuguese and other Portuguese-speaking communities to build healthy and successful lives through the provision of direct social and health services, as well as advocacy and development support.",617-864-7600,none ,"1046 Cambridge Street, Cambridge, MA 02139",-71.09471,42.372821
,11/30/2018 15:49:10,Safe Havens Interfaith Partnership Against Domestic Violence of Third Sector New England,http://www.interfaithpartners.org,Mental Health,"Safe Havens' staff and Advisory Board include faith community members, domestic violence service providers, and business experts. Safe Havens works with diverse faith congregations across the Commonwealth of Massachusetts and across the U.S. to promote safe and effective faith-based responses to domestic violence.",(617) 951-3980,info@interfaithpartners.org,"89 South Street, Suite 603 Boston, MA 02111",-71.057473,42.352028
,11/30/2018 15:50:40,Massachusetts Alliance of Portuguese Speakers-Somerville ,http://www.maps-inc.org,Community Center,"Our mission is to improve the lives of Portuguese speakers in Massachusetts and help them become contributing, active participants in American society while maintaining a strong ethnic identity and a sense of community.MAPS works with and for the Brazilian, Cabo Verdean, Portuguese and other Portuguese-speaking communities to build healthy and successful lives through the provision of direct social and health services, as well as advocacy and development support.",617-764-2091,,"92 Union Square Somerville, MA 02143",-71.094354,42.379415
,11/30/2018 15:52:27,Massachusetts Alliance of Portuguese Speakers-Brighton,http://www.maps-inc.org,Community Center,"Our mission is to improve the lives of Portuguese speakers in Massachusetts and help them become contributing, active participants in American society while maintaining a strong ethnic identity and a sense of community.MAPS works with and for the Brazilian, Cabo Verdean, Portuguese and other Portuguese-speaking communities to build healthy and successful lives through the provision of direct social and health services, as well as advocacy and development support.",617-787-0557,,"697 Cambridge St., Suite 203, Brighton, MA 02135",-71.14608,42.351011
,11/30/2018 15:52:51,Cambridge Public Library - Literacy Project,https://www.cambridgema.gov/cpl/Services/theliteracyproject,Education,"The Literacy Project offers free classes in English conversation, job hunting/resume writing and computer basics (Word, Internet and email).
There are four levels of classes:
-Low Beginner: For students who have no experience with English and want to learn the basics. Will include greetings, introductions, money, telling time, transportation, and health.
-High Beginner: For students who already have some basic speaking ability. Will include present, past and future verb tenses and vocabulary building activities.
-Intermediate: For students with good conversational skills who wish to increase vocabulary and improve spoken grammar. Will include reading texts and higher level grammar concepts.
-Advanced: For students who are strong in spoken English and want to fine-tune their skills. Will include debates, group discussions, presentations, and complex grammar concepts.",(617) 349-4040,,449 Broadway 02138,-71.1102788,42.3738762
,11/30/2018 15:54:23,Massachusetts Alliance of Portuguese Speakers-Dorchester ,http://www.maps-inc.org,Community Center,"Our mission is to improve the lives of Portuguese speakers in Massachusetts and help them become contributing, active participants in American society while maintaining a strong ethnic identity and a sense of community.MAPS works with and for the Brazilian, Cabo Verdean, Portuguese and other Portuguese-speaking communities to build healthy and successful lives through the provision of direct social and health services, as well as advocacy and development support.", 617-825-5897,,"1 Stoughton Street, Dorchester, MA 02125",-71.064945,42.316762
,11/30/2018 15:57:25,Massachusetts Alliance of Portuguese Speakers-Lowell,http://www.maps-inc.org,Community Center,"Our mission is to improve the lives of Portuguese speakers in Massachusetts and help them become contributing, active participants in American society while maintaining a strong ethnic identity and a sense of community.MAPS works with and for the Brazilian, Cabo Verdean, Portuguese and other Portuguese-speaking communities to build healthy and successful lives through the provision of direct social and health services, as well as advocacy and development support",978-970-1250,,"11 Mill Street, Lowell, MA 01852",-71.304918,42.637345
,11/30/2018 15:59:57,Samaritans,https://samaritanshope.org,Mental Health,"Samaritans is dedicated to serving more people by expanding the accessibility of our life-saving services. We educate the public on preventative and protective measures, provide support to those in despair or crisis, and offer comfort and resources to individuals and families experiencing the complex grief that follows a loss to suicide.",(617) 536-2460,info@samaritanshope.org,"41 West St., 4th Floor  Boston, MA 02111",-71.062625,42.355216
,11/30/2018 16:00:05,YWCA Cambridge,https://ywcacam.org/,Housing,"YWCA Cambridge is a cornerstone for providing safe, affordable accommodations for women and families and an advocate for human rights.
We have 103 units of single room occupancy (SRO) housing for single women our Tanner Residence. We also have a 10-bed shelter for homeless families, the YWCA is the city’s largest residential housing provider for women. ",(617) 491-6050,admin@ywcacam.org,"7 Temple St
Cambridge, MA 02139
United States ",-71.1065309,42.3666849
,11/30/2018 16:01:21,Massachusetts Alliance of Portuguese Speakers-Framingham ,http://www.maps-inc.org,Community Center,"Our mission is to improve the lives of Portuguese speakers in Massachusetts and help them become contributing, active participants in American society while maintaining a strong ethnic identity and a sense of community.MAPS works with and for the Brazilian, Cabo Verdean, Portuguese and other Portuguese-speaking communities to build healthy and successful lives through the provision of direct social and health services, as well as advocacy and development support",508-872-2652,,"24 Union Avenue, Suites 8 & 10,Framingham, MA 01702",-71.417292,42.279194
,11/30/2018 16:03:35,Scholar Athletes,https://wearesa.org,Education,"Scholar Athletes mission is to support academic achievement through athletics.  Our program is unique in that we have dedicated space – called Zones – in each of our partner schools.  When not in class or playing their sport of choice, our students are in the Zones studying, working on homework, writing college essays, learning more about scholarship options for college and creating a roadmap for life after high school – all guided by Scholar Athletes staff and volunteers.",(617) 517-4573,SAinfo@WeAreSA.org,"57 Magazine Street Roxbury, MA 02119",-71.071776,42.326569
,11/30/2018 16:04:00,Catholic Charities of Boston - Refugee and Immigration Services,https://www.ccab.org/refugee-services,Resettlement,"At Catholic Charities, our mission to help those that may otherwise be lost includes welcoming newcomers to our country. Hundreds of thousands of refugees, immigrants, and migrants enter the United States each year looking for a better life. With a variety of multicultural and multilingual services, Catholic Charities offers these new and future citizens support during the long process of adjusting to their new surroundings and becoming active participants in their communities. Our services include Refugee Resettlement, Community Interpreter Services, Immigration Legal Services, Employment Services and ESOL classes.",617-464-8122,info@ccab.org,"275 West Broadway, South Boston, MA 02127",-71.0535905,42.3387911
,11/30/2018 16:08:06,Catholic Charities Labouré Center Laboure Center Child Care,https://www.ccab.org/refugee-services,Resettlement,"Basic Needs, Child Care, Counseling, Education and Training, Family Support, Post Adoption Search and Youth Mentoring & Tutoring.
Community Interpreter Services, Immigration Legal Services, Refugee Employment Services and Refugee Resettlement",617-464-8500, info@ccab.org,"275 West Broadway, South Boston, MA 02127",-71.0535905,42.3387911
,11/30/2018 16:12:31,School On Wheels,https://www.sowma.org,Education,"The mission of School on Wheels of Massachusetts is to support the academic, social and emotional growth of students impacted by homelessness.The vision of School on Wheels of Massachusetts is for all students impacted by homelessness to have the academic, social and emotional support necessary to achieve a bright and productive future that will help end the cycle of homelessness.",508.587.9091,,"100 Laurel Street, Suite 121 East Bridgewater, Massachusetts 02333",-70.977724,42.02583
,11/30/2018 16:13:55,Catholic Charities Greater Boston at Somerville,https://www.ccab.org,Cash/Food Assistance,"Basic Needs, Food Pantry, Human Resources",617-625-1920, info@ccab.org,"270 Washington Street, Somerville, MA 02143",-71.1001324,42.3792701
,11/30/2018 16:18:47,Science from Scientists,https://www.sciencefromscientists.org,Job Placement,"Science from Scientists’ mission is to teach and inspire the next generation to identify and solve real-world problems by improving STEM literacy. Our vision is to inspire students, ignite interest, and improve STEM competency with the goal of filling the workforce pipeline with talented, competent individuals.",(617) 314-7773,info@sciencefromscientists.org,"1 Deangelo Drive Suite C, Bedford, MA 01730",-71.275299,42.48691
,11/30/2018 16:19:06,Somerville Family Child Care,https://www.ccab.org,Education,Family Child Care,,617-623-8555,"187 Central Street, Somerville, MA 02145",-71.1011305,42.3944109
,11/30/2018 16:22:07,MassHire Metro North Workforce Board,http://mnreb.org/index.php,Job Placement,The Metro North Regional Employment Board (REB) is a public-private partnership whose mission is to enable area residents to gain the skills to maximize their economic self-sufficiency and provide employers with the workforce they need to effectively compete in the changing world economy.,617-864-1500,info@mnreb.org,"186 Alewife Brook Parkway, Suite 216, Fresh Pond Mall, Cambridge, MA  02138",-71.140747,42.390369
,11/30/2018 16:24:57,"Second Chances, Inc.",https://www.secondchances.org/index.html,Cash/Food Assistance,"Second Chances puts donated clothing to work for our community, diverting clothing, shoes, and accessories from local landfills while helping our neighbors in need take their first steps toward brighter futures. Second Chances provides clothing to homeless and very low-income people in Cambridge and Somerville by working with local homelessness and social service agencies where they receive shelter and services. If you are a shelter or service provider located in Cambridge or Somerville, we would love to find a way to work with you to provide free clothing to your Cambridge and Somerville clients.",617.666.0280,info@secondchances.org,"P.O. Box 441328  |  Somerville, Massachusetts 02144-1328 ",,
,11/30/2018 16:26:56,Catholic Charities Greater Boston Yawkey Child Care Center,https://www.ccab.org,Housing,"Adult Education, Basic Needs, Child Care, ESOL, Family Support, Food Pantry, Shelter, Youth Education",617-506-6600,info@mnreb.org,"185 Columbia Road, Dorchester, MA 02121",-71.0789914,42.3062464
,11/30/2018 16:27:38,Mattapan Community Health Center,http://www.mattapanchc.org/,Health,The mission of Mattapan Community Health Center (MCHC) is to improve the health and thereby help enhance the quality of life for diverse residents of Mattapan and surrounding communities by providing exceptional primary care and preventive health and social services. ,(617) 296-0061,,"1575 Blue Hill Avenue, Mattapan MA, 02126 ",-71.094055,42.269818
,11/30/2018 16:30:41,Self Esteem Boston,http://www.selfesteemboston.com/index.htm,Job Placement,"Self Esteem Boston Educational Institute (Self Esteem Boston), is a tax exempt nonprofit charitable organization.  Founded in 1993 by Marion B. Davis, initiated by her experience in the development of her own self-esteem.  Marion founded Self Esteem Boston with the vision of providing self-esteem programs to everyone in the Greater Boston area regardless of ability to pay. Self Esteem Boston’s programs blossomed into a dynamic service delivery program for individuals in shelters and transitional facilities across Boston and is working to fill several gaps in services for people at-risk in eastern Massachusetts.",(617) 983-1111,empowermail@selfesteemboston.com,"P.O. Box 301155 Jamaica Plain, MA 02130",,
,11/30/2018 16:33:53,Teen Center at St. Peter's,https://www.ccab.org/TeenCenter,Community Center,"Catholic Charities’ Teen Center at St. Peter serves as a safe haven for adolescents living in Dorchester’s most troubled areas—the Bowdoin Street / Geneva Avenue neighborhood—during after school hours and throughout the summer months. The Teen Center’s staff, programs, and activities aim to increase teens’ self-esteem while providing the tools needed for academic and personal growth, as well as their success in the community.",617-282-3614,,"278 Bowdoin St., Dorchester, MA 02122",-71.0689573,42.3076131
,11/30/2018 16:37:11,Mental Health Associate ,https://www.mhainc.org/,Mental Health,"Guided by our core values of respect, integrity and compassion, MHA provides residential and support services that promote independence, community engagement, wellness and recovery for people with disabilities and other vulnerable individuals.",(413) 734-5376,,"995 Worthington Street, Springfield, MA 01109",-72.577508,42.112989
,11/30/2018 16:37:11,El Centro Food Pantry,https://www.ccab.org,Cash/Food Assistance,Food Assistance,617-350-5026,info@mnreb.org,"75 Union Park St., Boston, MA",-71.0847304,42.3281228
,11/30/2018 16:37:28,Sherrill House,https://sherrillhouse.org/index.html,Health,"Sherrill House is a not-for-profit, skilled nursing home maintained and operated by Sherrill House, Inc. An extension of the ministry of Trinity Church, Copley Square, Boston, and the Episcopal Diocese of Massachusetts, its mission has been enhanced with the merger of assets of St. Luke's Home for Convalescents and the Frank Wood Convalescents Home. Sherrill House provides high-quality medical, nursing and rehabilitation services on an inpatient basis to men and women without distinction as to race, creed, color or national origin. Sherrill House has established a referral system with other health care facilities in the area to ensure complete health services at all levels. It offers to local physicians and house staff a setting in which to render the best skilled care on a short-term or long-term basis. In its concern for the individual, Sherrill House aims to be as broad and diverse as the needs of those it serves.",(617) 735-1775,info@sherrillhouse.org,"135 S. Huntington Avenue, Boston, MA",-71.111426,42.328358
,11/30/2018 16:39:24,Nazareth Child Care Center El Centro Adult Education at Nazareth,https://www.ccab.org/location-boston,Education,Provides adult learning services and childcare ,(617) 522-4040,,"19 St Joseph St, Jamaica Plain, MA 02130",-71.1164533,42.306775
,11/30/2018 16:41:59,Charles River Community Health Center - Allston-Brighton,https://www.charlesriverhealth.org/,Health,"SERVICES: Primary Care for Adults & Children, Same Day Sick Care, Lab, Family Planning for Men and Women, OB/GYN, Nutrition, Mammogram Van, Diabetes Education, Cancer Screening & Management, Connection to Addiction Services",617-783-0500,,"Joseph M. Smith Building
495 Western Avenue
Brighton, MA, 0213",-71.1674686,42.3411386
,11/30/2018 16:42:22,Merrimack Valley Housing Partnership,http://www.mvhp.org/,Housing,"The mission of the organization is to promote affordable home ownership opportunities for low and moderate income earners by producing comprehensive training and counseling as well as promoting the use of special mortgage products and down payment assistance programs. With offices in Lowell, Massachusetts, MVHP focuses its services in the Greater Lowell community.",(978) 459-8490,mvhp@mvhp.org,"67 Middle Street, Suite 501,Lowell, MA 01852",-71.309739,42.645293
,11/30/2018 16:43:16,"Si, Se Puede, Inc.",http://www.ssplawrence.org/index.php,Education,"The mission of Si, Se Puede is to enhance educational opportunities and create community for and with low-income urban youth and their families in Lawrence, MA. Si, Se Puede encourages a spirit of co-operation and respect for differences in all of its programs and activities.",(978) 685-4074,lmendoza@ssplawrence.org,"Merrimack Courts Housing Project 68 Melvin Street, #12-17 Lawrence, MA  01841",-71.172278,42.704037
,11/30/2018 16:47:08,Charles River Community Health Center - Allston-Brighton,https://www.charlesriverhealth.org/,Health,"SERVICES: Primary Care for Adults & Children, Same Day Sick Care, Lab, Family Planning for Men and Women, OB/GYN, Nutrition, Mammogram Van, Diabetes Education, Cancer Screening & Management, Connection to Addiction Services",781-693-3800,,"43 Foundry Ave., Waltham, MA 02453",-71.2541254,42.3705308
,11/30/2018 16:47:16,Metro Housing Boston,https://www.metrohousingboston.org/,Housing,"Metro Housing|Boston mobilizes wide-ranging resources to provide innovative and personalized services that lead families and individuals to housing stability, economic security, and an improved quality of life.",617.859.0400,info@metrohousingboston.org,"1411 Tremont Street, Boston, MA 02120-3401",-71.09564,42.331614
,11/30/2018 16:50:33,Sierra Leone Cultural Organization Inc.,https://www.facebook.com/SierraLeoneCulturalOrganizationInc/,Community Center,"Basic Community Networking (online via Facebook)

Sierra Leone Cultural Organization Inc. was established to promote African and Sierra Leonean cultures, promote the history of the Amistad Revolts and to help disadvantaged children and youth achieve their academic goals",,,"865 American Legion Hwy, Apt. 5-E Boston, MA 02131",-71.11695,42.277966
,11/30/2018 16:52:14,Chinese Progressive Association - Adult Education Program,https://cpaboston.org/en/programs/adult-education-program,Community Center,"CPA Provides
-US Citizenship classes and assistance with the naturalization process
-Special Supermarket English for Employment Class in collaboration with Boston Chinatown Neighborhood Center
-An emphasis on learning the concept and practice of civic participation
Tutoring assistance and other support services for adult learners",(617) 357-4499,justice@cpaboston.org,"28 Ash St. Boston, MA 02111",-71.0654443,42.3486528
,11/30/2018 16:54:57,Metro West Free Medical Program-Sudbury ,http://metrowestfreemedicalprogram.org/,Health,"The MetroWest Free Medical Program offers free medical care to those who are uninsured and underinsured in the MetroWest communities. Volunteer physicians, nurses, social workers, health educators, interpreters and other volunteers come together to offer evening clinic sessions at our sites in Sudbury and Framingham, making health care services accessible to all who need them. Our vision is that all people have access to quality care, regardless of their ability to pay.  Thanks to the dedication of more than 250 volunteers, we work toward that vision by offering evening clinics to:",508-656-0740 (English) 508-656-0741(Portuguese and Spanish) ,,"
105 Hudson Rd, Sudbury, MA 01776",-71.42127,42.38582
,11/30/2018 16:55:01,CLSACC's Center for Global Human Rights and Resilience,http://www.clsacc.org/refugeesupport.html,Mental Health,"Traumatic experiences such as torture and abuse can have profound and enduring effects on the human spirit. Valuing our clients' resiliency, determination, and dignity, we focus on empowering individuals to rebuild their lives and heal from the shattering impacts of trauma. The counseling staff and volunteers at CLSACC come together to help people who may have lived through painful experiences in their home country or may be having difficulty adjusting to the United States. We provide specialized services for survivors of torture, victims of crime, and individuals affected by war and other types of human rights violations.", 617-661-1010,,"47 Thorndike Street
Suite SB-LL-1
Cambridge, MA 02141",-71.0816584,42.3698366
,11/30/2018 16:57:08,Silver Lining Mentoring,https://www.silverliningmentoring.org,Mental Health,Our mission is to empower youth in foster care to flourish through committed mentoring relationships and the development of essential life skills.,617.224.1300 ,,"727 Atlantic Avenue, 3rd floor Boston, MA 02111",-71.05682,42.350943
,11/30/2018 16:58:12,Metro West Free Medical Program-Farmingham,http://metrowestfreemedicalprogram.org/,Health,"The MetroWest Free Medical Program offers free medical care to those who are uninsured and underinsured in the MetroWest communities. Volunteer physicians, nurses, social workers, health educators, interpreters and other volunteers come together to offer evening clinic sessions at our sites in Sudbury and Framingham, making health care services accessible to all who need them. Our vision is that all people have access to quality care, regardless of their ability to pay.",508-656-0885(Vision) 508-656-0834 (Gynecology),,"110 Edgell Rd Framingham, MA 01701",-71.433932,42.304295
,11/30/2018 16:58:14,College Bound Dorchester - Adult Education,http://collegebounddorchester.org,Education,"College Bound prepares students to thrive in professionally and academically rigorous environments and stay motivated through the challenges of breaking cycles of dysfunction. Our core work revolves around the College Connections intervention model, which provides intensive academic and social-emotional support to equip students to overcome the barriers on their path to and through college.",,,"18 Samoset St, Dorchester, MA 02124",-71.0801351,42.3024094
,11/30/2018 17:02:49,Community Servings,https://www.servings.org/,Cash/Food Assistance,"Community Servings is a not-for-profit food and nutrition program providing services throughout Massachusetts and in Rhode Island to individuals and families living with critical and chronic illnesses. We give our clients, their dependent family members and caregivers appealing, nutritious meals, and send the message to those in greatest need that someone cares. Our goals are to help our clients maintain their health and dignity and preserve the integrity of their families through culturally appropriate, home-delivered meals, nutrition education, and other community programs.", 617.522.7777,,"18 MARBURY TERRACE
JAMAICA PLAIN, MA 02130",-71.10462,42.3180864
,11/30/2018 17:04:03,Congolese Development Center (CDC),http://www.cd-c.org/,Community Center,"The CDC Inc serves newcomers from diverse cultural backgrounds from many parts of the world, as well. The CDC hopes to work both locally and nationally. 
Locally, the CD-C's programs will seek to respond to the needs of newcomers to the USA. At the national level, it will strive to increase the awareness of refugees and immigrants on African issues. The CDC will bring an African perspective to issues that affect African refugees here and in Africa.",781 593 0100 ext. 11,inquiry@cd-c.org,"20 Wheeler street suite 401
Lynn, MA 01901",-70.95327,42.46064
,11/30/2018 17:07:15,Somali American Youth Parent Association,http://www.saypa.org,Community Center,"Somali American Youth Parents Association (SAYPA) found in January 2016 with the sole purpose of supporting and educating parents so they could learn how to involve their children’s schools and how to support their children’s academic success. Also, creating social network among the Somali youth to share tips of how to overcome the obstacles of leaning so they can achieve in higher education, and develop long lasting relationship in life. ",617-910 7572 ,info@saypa.org,"30 Algonquin St Dorchester, MA 02124",-71.074596,42.29767
,11/30/2018 17:08:15,"DEAF, Incorporated",http://www.deafinconline.org/locations/lawrence/,Education,"DEAF, Inc.'s main office is in Boston, MA. We also have regional offices in New Bedford, Taunton, Hyannis, Lawrence, Salem, and Taunton. All DEAF, Inc. offices except Hyannis are open Monday through Friday from 9:00am-5:00pm and on evenings and weekends for classes and other events.",(978) 208-4591 ,,"370 Merrimack Street
Riverwalk Bldg 5, Suite 205",-71.1438193,42.7046319
,11/30/2018 17:11:04,"DEAF, Inc. (Salem)",http://deafinconline.org/locations/salem,Education,"DEAF, Inc.'s main office is in Boston, MA. We also have regional offices in New Bedford, Taunton, Hyannis, Lawrence, Salem, and Taunton. All DEAF, Inc. offices except Hyannis are open Monday through Friday from 9:00am-5:00pm and on evenings and weekends for classes and other events.",(978) 910-0165,,"35 Congress St, Suite 204, Salem, MA 01970",-70.8902632,42.5181926
,11/30/2018 17:12:27,"DEAF, Inc. (Boston)",http://deafinconline.org/locations/boston,Education,"DEAF, Inc.'s main office is in Boston, MA. We also have regional offices in New Bedford, Taunton, Hyannis, Lawrence, Salem, and Taunton. All DEAF, Inc. offices except Hyannis are open Monday through Friday from 9:00am-5:00pm and on evenings and weekends for classes and other events.",(617) 505-4823,,"215 Brighton Ave, Allston, MA 02134",-71.1370649,42.3536334
,11/30/2018 17:14:06,South End Community Health Center,http://www.sechc.org,Health,"The South End Community Health Center is a board governed non-profit, comprehensive health care organization for all residents of the South End and the surrounding communities. We are committed to providing the highest quality, culturally and linguistically sensitive, coordinated health care and social services to every patient, regardless of their ability to pay.",617-425-2000,,"1601 Washington St Boston, MA 02118",-71.074894,42.338602
,11/30/2018 17:14:09,Metro West Legal Services Inc. ,http://www.mwlegal.org/,Legal,"The mission of MetroWest Legal Services is to provide legal advocacy to protect and advance the rights of the poor, elderly, disabled and other disenfranchised people in our service area and to assist them in obtaining legal, social and economic justice. We help our clients secure access to basic needs and challenge institutional barriers in order to achieve equal justice for all.",(508) 620-1830,,"63 Fountain Street, Suite 304,Framingham, MA 01702",-71.426322,42.275996
,11/30/2018 17:14:09,"DEAF, Inc. (Taunton)",http://deafinconline.org/locations/taunton/,Education,"DEAF, Inc.'s main office is in Boston, MA. We also have regional offices in New Bedford, Taunton, Hyannis, Lawrence, Salem, and Taunton. All DEAF, Inc. offices except Hyannis are open Monday through Friday from 9:00am-5:00pm and on evenings and weekends for classes and other events.",(508) 692-9390,,"71 Main St, Suite 1300B, Taunton, MA 02780",-71.0929163,41.9014461
,11/30/2018 17:15:25,"DEAF, Inc. (New Bedford)",http://deafinconline.org/locations/newbedford,Education,"DEAF, Inc.'s main office is in Boston, MA. We also have regional offices in New Bedford, Taunton, Hyannis, Lawrence, Salem, and Taunton. All DEAF, Inc. offices except Hyannis are open Monday through Friday from 9:00am-5:00pm and on evenings and weekends for classes and other events.",(508) 858-5178 ,,"71 Main St, Suite 1300B, Taunton, MA 02780",-71.0929163,41.9014461
,11/30/2018 17:18:00,"DEAF, Inc. (Hyannis)",http://deafinconline.org/locations/hyannis,Education,"DEAF, Inc.'s main office is in Boston, MA. We also have regional offices in New Bedford, Taunton, Hyannis, Lawrence, Salem, and Taunton. All DEAF, Inc. offices except Hyannis are open Monday through Friday from 9:00am-5:00pm and on evenings and weekends for classes and other events.",(508) 815-4070,,"106 Bassett Lane, Hyannis, MA 02601",-70.2926411,41.6528972
,11/30/2018 17:20:49,East Boston Ecumenical Community Council,https://ebecc.org/,Community Center,"Moving to a new country and leaving your home behind is one of the most difficult endeavors to do, especially when you may not know the language in your new country. Our goal at EBECC is to do what we can to make it easier. We’re a nonprofit organization hosting and developing immigration services in Boston, MA, for all ages and nationalities. Our organization offers assistance with all of the following:
-Civic Engagement & Community Organizing
-Education
-Legal Help With Status
-Youth Development", (617) 567-2750,,"50 Meridian Street,
East Boston, MA 02128",-71.0416117,42.3712614
,11/30/2018 17:22:15,East Boston Harborside Community Center - Adult Learning Program,https://sites.google.com/site/eastbostonharborside/connections,Education,"The East Boston Harborside Community School is a non-profit, incorporated, multi-service agency serving East Boston and the surrounding communities. The Harborside is charged with meeting the educational, social, cultural, and recreational needs of its service population including all ages and ethnic groups.
The East Boston Harborside Education Program’s Mission is to provide quality educational programming for the East Boston Community. The Education Program offers courses that will help residents improve their quality of life by empowering them with the tools to succeed in their jobs, furthering their education, and contributing to their communities through civic participation.", (617) 635-5115 ,cbaglio@ebhcs.org,"312 Border Street
East Boston, MA 02128 ",-71.0430046,42.3784007
,11/30/2018 17:22:52," MONTACHUSETT INTERFAITH HOSPITALITY NETWORK, INC.",http://www.mihninc.org/,Cash/Food Assistance,"The mission of the Montachusett Interfaith Hospitality Network (MIHN) is to provide shelter, meals and comprehensive assistance to homeless families with children and to increase community involvement in direct services and advocacy.",978-466-1704,tcardona@mihninc.org,"758 Main Street Leominster, MA 01453",-71.740095,42.547795
,11/30/2018 17:24:33,South Shore Chamber of Commerce,https://www.southshorechamber.org,Job Placement,"Our mission is to create a stronger South Shore region through economic growth. We advocate for a robust business climate, work to support our members success, and help our local communities thrive.",781.421.3900,,"
1050 Hingham Street Rockland, MA 02370",-70.898278,42.166541
,11/30/2018 17:24:54,"Educational Development Group, Inc.",https://edginc.org/,Education,"The Educational Development Group, Inc.’s mission is to prepare new immigrants for success by providing them with the language skills and cultural awareness needed to access educational and employment opportunities. To fulfill our mission, the cornerstone of our program is training in English communication, and reading and writing skills.", (617)-357-5717,edginc.info@gmail.com,"434 Massachusetts Avenue Boston, MA 02118 ",-71.0839697,42.3408
,11/30/2018 17:26:22,English at Large,https://www.englishatlarge.org/,Education,"Each year our trained volunteers provide free one-to-one English language tutoring and small group instruction to hundreds of adult learners in 21 Boston-area cities and towns, helping them improve their English language skills, adapt to American life, and participate in their communities.",781-395-2374,,"800 West Cummings Park
Suite 5550
Woburn, MA 01801",-71.1280086,42.4962066
